Country Code,Country Name,Indicator Name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
MRT,Mauritania,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,45.50378036,,,,,,62.06874847,,,,53.49758911,,,
MUS,Mauritius,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,89.24983978,91.76600647,91.49002838,92.47476196,92.70760345,93.15783691,,91.32539368,,
MWI,Malawi,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,61.30971909,,,,65.14537048,62.14353943,,,,,
MYS,Malaysia,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,93.1178894,,,,,,94.88057709,95.08264923,94.85440826,94.97113037,
NAC,North America,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
NAM,Namibia,"Literacy rate, adult total (% of people ages 15 and above)",84.94425964,,,,,,76.48658752,,,,88.27462769,,,,,,,91.52726746,,
NCL,New Caledonia,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,97.80000305,,,,,,
NER,Niger,"Literacy rate, adult total (% of people ages 15 and above)",14.37604046,,,,28.6724205,,,,,,,30.56039047,,,,,,35.04999924,,
NGA,Nigeria,"Literacy rate, adult total (% of people ages 15 and above)",,,54.7731781,,,70.198349,,51.07765961,,,,,,,,,,62.01601028,,
NIC,Nicaragua,"Literacy rate, adult total (% of people ages 15 and above)",76.67713165,,,,78.00298309,,,,,,,,,,82.61454773,,,,,
NLD,Netherlands,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
NOR,Norway,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
NPL,Nepal,"Literacy rate, adult total (% of people ages 15 and above)",48.60897064,,,,,,,,,,59.62725067,,,,,,,67.90843201,,
NRU,Nauru,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
NZL,New Zealand,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
OED,OECD members,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
OMN,Oman,"Literacy rate, adult total (% of people ages 15 and above)",,,81.36331177,,,,,86.62113953,,86.93900299,,,,91.98120117,93.03861237,94.89998627,95.5759964,95.6515274,,
OSS,Other small states,"Literacy rate, adult total (% of people ages 15 and above)",79.47522736,80.3061676,81.00531769,81.33009338,81.95787811,81.53321075,80.54794312,81.72634125,81.08914948,81.48590088,82.19190979,82.44003296,82.88600159,83.30425262,84.69232178,84.61511993,84.82926178,85.06986237,85.36422729,85.63774872
PAK,Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",,,,,49.87363815,54.15121078,52.13682938,55.526371,54.89263916,55.37519073,54.73802185,56.76433945,55.59498978,56.97714996,,,59.13204956,57.01057053,57.99885941,
PAN,Panama,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,94.09411621,,,,,,,,95.41181183,95.73607635,
PER,Peru,"Literacy rate, adult total (% of people ages 15 and above)",,,,87.66985321,87.90866852,88.69934082,89.59081268,,,,,93.84172821,,93.70794678,94.16233826,94.17366791,94.14961243,94.40827179,,94.49793243
PHL,Philippines,"Literacy rate, adult total (% of people ages 15 and above)",,,92.59069061,,,,,95.42009735,,,,,96.39800262,,98.18254852,,,,96.27816772,
PLW,Palau,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,99.50312805,,96.59374237,,,,,
PNG,Papua New Guinea,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,61.59999847,,,,,,,,,,
POL,Poland,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,98.74273682,,,,,,,,,,,,
PRE,Pre-demographic dividend,"Literacy rate, adult total (% of people ages 15 and above)",55.77254868,56.35071945,56.74930954,57.68169022,57.17171097,58.5146904,54.71630859,54.66102982,53.95864105,54.58861923,56.30136108,58.8340683,59.53052902,60.59999847,59.66225052,61.96347046,62.92971039,62.00146866,62.55918121,63.07902908
PRI,Puerto Rico,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,91.96523285,,,,,,,92.38999939,,,
PRK,"Korea, Dem. People's Rep.","Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,99.99819183,,,,,,,,,,,,
PRT,Portugal,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,94.47705078,,,,,,,96.1375885,,
PRY,Paraguay,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,94.55821991,93.29208374,93.75424194,93.87091827,,94.19747162,95.05903625,95.03481293,95.55484009,94.65023804,,94.02079773,93.21353149,94.54454803
PSE,West Bank and Gaza,"Literacy rate, adult total (% of people ages 15 and above)",,,,92.47750854,,93.4508667,93.76170349,94.00984192,94.43018341,94.71748352,95.02581787,95.67101288,96.04602814,96.21292877,96.47711945,96.7191925,96.92440033,97.21861267,97.37825775,97.5144577
PSS,Pacific island small states,"Literacy rate, adult total (% of people ages 15 and above)",89.16081238,89.33029175,89.47662354,89.63146973,89.76138306,89.87866974,90.0419693,90.21459198,90.38349152,90.56085968,90.68676758,90.79221344,90.8894577,90.94667816,91.01599121,91.14510345,91.27796936,91.29380798,,
PST,Post-demographic dividend,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
PYF,French Polynesia,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
QAT,Qatar,"Literacy rate, adult total (% of people ages 15 and above)",,,,86.73161316,,,90.06062317,91.01075745,91.15142059,91.77884674,91.36408234,90.1700592,90.63298798,91.3272171,,93.14530182,93.46396637,,,
ROU,Romania,"Literacy rate, adult total (% of people ages 15 and above)",,97.29759216,,,,,,,,,98.60428619,,,,,,,98.84449768,,
RUS,Russian Federation,"Literacy rate, adult total (% of people ages 15 and above)",,99.44097137,,,,,,,,99.68427277,,,,,,,,99.73005676,,
RWA,Rwanda,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,65.85227203,,68.3310318,,70.80413055,,,,73.21559143,,
SAS,South Asia,"Literacy rate, adult total (% of people ages 15 and above)",58.13003922,59.21207809,60.10100174,60.87245178,60.64292908,60.81311035,61.71448135,63.63835144,64.33769226,66.01901245,66.51319122,67.26777649,68.0131073,68.73478699,69.65734863,70.9991684,71.69515228,72.24388123,72.95144653,73.65451813
SAU,Saudi Arabia,"Literacy rate, adult total (% of people ages 15 and above)",,,,82.85774231,,,,,,,,,94.4263382,,,,95.32862854,,,97.58506775
SDN,Sudan,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,53.51737976,,,,,,,,,,60.6971817,,
SEN,Senegal,"Literacy rate, adult total (% of people ages 15 and above)",,39.27524948,,,,41.89115143,,,48.03678131,,51.81454849,,43.53450012,,,,51.90042114,,,
SGP,Singapore,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,95.85733032,96.18604279,96.36978912,96.54801941,96.71669006,96.82549286,97.04956055,97.2022171,97.34485626,97.47958374,
SLB,Solomon Islands,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,76.59999847,,,,,,,,,,,
SLE,Sierra Leone,"Literacy rate, adult total (% of people ages 15 and above)",,,,34.82678986,,,,,,,,,32.42617035,,,,,43.20632935,,
SLV,El Salvador,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,83.5594635,82.02863312,83.95130157,84.10289001,84.49272156,85.49398804,,86.76757813,,87.96984863,88.14176941,88.48271179,89.00859833,89.13791656,
SMR,San Marino,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
SOM,Somalia,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
SRB,Serbia,"Literacy rate, adult total (% of people ages 15 and above)",,,96.39723969,,,,,,,,97.96240997,,,,,98.84150696,,,99.48252869,
SSA,Sub-Saharan Africa (excluding high income),"Literacy rate, adult total (% of people ages 15 and above)",56.89545059,57.39414978,57.84003067,59.44001007,58.45846939,59.70100021,57.21604919,57.30437851,58.10976028,58.66814041,60.24391174,61.37615967,62.24433899,62.89559174,63.49285889,64.20291138,64.46804047,64.99101257,65.42196655,65.81336975
SSD,South Sudan,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,26.83127975,,,,,,,,,,34.52275848,,
SSF,Sub-Saharan Africa,"Literacy rate, adult total (% of people ages 15 and above)",56.96620178,57.46339035,57.90784836,59.50366974,58.524189,59.76356888,57.28401184,57.37395096,58.17715073,58.73373032,60.3055191,61.43904877,62.30361176,62.95409012,63.54935837,64.25765991,64.51748657,65.03897858,65.46861267,65.85871887
SST,Small states,"Literacy rate, adult total (% of people ages 15 and above)",82.13945007,82.78546906,83.3348465,83.61815643,84.11855316,83.83615112,83.23432159,84.1132431,83.67304993,83.99236298,84.53431702,84.7060318,85.03681946,85.36804199,86.4052124,86.35237122,86.51476288,86.69132233,86.90550232,87.10610962
STP,Sao Tome and Principe,"Literacy rate, adult total (% of people ages 15 and above)",84.9085083,,,,,,,69.53639221,,,,90.14309692,,,,,,92.81664276,,
SUR,Suriname,"Literacy rate, adult total (% of people ages 15 and above)",,,,89.59806061,,,,94.62094116,,94.67575073,,92.86865997,,,,,,94.38327026,,
SVK,Slovak Republic,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
SVN,Slovenia,"Literacy rate, adult total (% of people ages 15 and above)",,,,99.69999695,,,,,,,,,,99.69999695,,,,,,
SWE,Sweden,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
SWZ,Eswatini,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,83.09828949,,,,,,,,88.41938019,,
SXM,Sint Maarten (Dutch part),"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
SYC,Seychelles,"Literacy rate, adult total (% of people ages 15 and above)",,91.8364563,,,,,,,,93.95423126,,,,,,,,95.8677063,,
SYR,Syrian Arab Republic,"Literacy rate, adult total (% of people ages 15 and above)",,82.88825226,,80.84452057,,,,,,,,,,,,,,,,
TCA,Turks and Caicos Islands,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
TCD,Chad,"Literacy rate, adult total (% of people ages 15 and above)",,,,28.38142967,,,,,,,,,,,26.00299072,22.31155014,,,,
TEA,East Asia & Pacific (IDA & IBRD countries),"Literacy rate, adult total (% of people ages 15 and above)",90.89234161,91.27606964,91.65274811,91.99475098,92.36782074,92.79653931,93.88739777,94.12741852,94.45156097,94.54157257,94.38781738,94.61257935,94.71494293,95.13671112,95.35286713,95.48483276,95.6769104,95.82859802,95.97810364,96.12631989
TEC,Europe & Central Asia (IDA & IBRD countries),"Literacy rate, adult total (% of people ages 15 and above)",97.13755035,97.21595764,97.2803421,97.43356323,97.61785126,97.58544159,97.66927338,97.67836761,98.15779114,98.42804718,98.64798737,98.76374054,98.80722046,98.83760071,98.86424255,98.96904755,98.948349,98.9805069,99.01315308,99.04428101
TGO,Togo,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,56.88837051,,,57.09337997,,60.40993881,,,,63.74562073,,,,66.53707886,
THA,Thailand,"Literacy rate, adult total (% of people ages 15 and above)",,,,,93.50646973,,,,,96.4309082,,,93.70207214,,92.86830902,,,93.76776123,,
TJK,Tajikistan,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,99.80000305,,,,,,
TKM,Turkmenistan,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,99.69999695,,,,,,
TLA,Latin America & the Caribbean (IDA & IBRD countries),"Literacy rate, adult total (% of people ages 15 and above)",88.83763123,88.95333862,89.74697876,89.72917938,90.22467041,90.24040222,90.8343277,91.08239746,91.47849274,91.45825195,92.06757355,92.29743958,92.34657288,92.80142212,92.9957962,93.47264099,93.59078217,93.7561264,94.19448853,94.35630798
TLS,Timor-Leste,"Literacy rate, adult total (% of people ages 15 and above)",37.59999847,,,,,,50.59999847,,,58.30897903,,,,,,,,68.0668335,,
TMN,Middle East & North Africa (IDA & IBRD countries),"Literacy rate, adult total (% of people ages 15 and above)",68.21524811,68.51264191,72.20114899,73.10868073,72.50730133,72.49503326,72.9098587,73.51139832,73.23497772,74.06036377,74.29205322,77.31735229,76.93566895,78.60375977,76.40354156,77.60456848,78.83197784,75.72257996,76.09990692,76.47659302
TON,Tonga,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,99.01846313,,,,,99.38552856,,,,,,,99.41436768,,
TSA,South Asia (IDA & IBRD),"Literacy rate, adult total (% of people ages 15 and above)",58.13003922,59.21207809,60.10100174,60.87245178,60.64292908,60.81311035,61.71448135,63.63835144,64.33769226,66.01901245,66.51319122,67.26777649,68.0131073,68.73478699,69.65734863,70.9991684,71.69515228,72.24388123,72.95144653,73.65451813
TSS,Sub-Saharan Africa (IDA & IBRD countries),"Literacy rate, adult total (% of people ages 15 and above)",56.96620178,57.46339035,57.90784836,59.50366974,58.524189,59.76356888,57.28401184,57.37395096,58.17715073,58.73373032,60.3055191,61.43904877,62.30361176,62.95409012,63.54935837,64.25765991,64.51748657,65.03897858,65.46861267,65.85871887
TTO,Trinidad and Tobago,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,98.69999695,,,,,,,,,,
TUN,Tunisia,"Literacy rate, adult total (% of people ages 15 and above)",,,,74.29699707,,,77.19039917,77.7146225,,79.13057709,79.65390778,80.21875,,79.03643036,,,,,,
TUR,Turkey,"Literacy rate, adult total (% of people ages 15 and above)",,,,87.36549377,88.22905731,88.1193924,88.65589905,,90.81671906,92.66059875,94.10608673,94.9197464,95.25666046,95.4396286,95.60141754,96.16732788,96.15052795,,96.74221039,
TUV,Tuvalu,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
TZA,Tanzania,"Literacy rate, adult total (% of people ages 15 and above)",,69.43090057,,,,,,,,67.80069733,,78.10059357,,,77.88722992,,,,,
UGA,Uganda,"Literacy rate, adult total (% of people ages 15 and above)",,68.14250946,,,,71.37313843,,,,73.21188354,,70.1982193,,,,,,76.52749634,,
UKR,Ukraine,"Literacy rate, adult total (% of people ages 15 and above)",99.43041229,,,,,,,,,,,99.97434998,,,,,,,,
UMC,Upper middle income,"Literacy rate, adult total (% of people ages 15 and above)",90.97035217,91.19953918,91.73465729,92.01931763,92.38861084,92.65444946,93.50337219,93.73737335,94.00576019,94.1479187,94.37332916,94.78501129,94.84181976,95.25861359,95.099617,95.62375641,95.67085266,95.45144653,95.64833832,95.79682159
URY,Uruguay,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,97.78962708,97.8638916,98.16355896,98.26722717,98.07270813,98.33589935,98.39594269,98.36386871,98.43592834,98.52387238,98.56147003,98.61572266,98.70385742,98.7703476,
USA,United States,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
UZB,Uzbekistan,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,99.99485779,99.98055267,99.98383331,99.98657227,,99.9928894,99.99994659,
VCT,St. Vincent and the Grenadines,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
VEN,"Venezuela, RB","Literacy rate, adult total (% of people ages 15 and above)",92.97982788,,,,,,95.1546402,,95.51199341,,94.7702179,,,,96.60521698,97.12709045,,,,
VGB,British Virgin Islands,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
VIR,Virgin Islands (U.S.),"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,93.52044678,,,,,,,,,,95.7538681,
VUT,Vanuatu,"Literacy rate, adult total (% of people ages 15 and above)",,,,78.40000153,,,,,,,,,,84.69999695,,,,87.50630951,,
WLD,World,"Literacy rate, adult total (% of people ages 15 and above)",80.99337006,81.39530945,81.92431641,82.34432983,82.26029968,82.52599335,82.8167572,83.33973694,83.62332916,84.02162933,84.2837677,84.72968292,84.93171692,85.36060333,85.54232025,85.98551178,86.22016144,86.24694061,86.478302,86.68221283
WSM,Samoa,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,98.97325897,,,,,,,99.09577179,,
XKX,Kosovo,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.","Literacy rate, adult total (% of people ages 15 and above)",,,,54.09999847,,,,,,,,,,,,,,,,
ZAF,South Africa,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,88.71724701,,92.89485931,92.87731934,93.10214233,93.7294693,,94.13990021,94.36791992,,87.04666901,,95.02297211,
ZMB,Zambia,"Literacy rate, adult total (% of people ages 15 and above)",,69.14922333,,,,,61.12709045,,,83.00766754,,,,,,,,86.74796295,,
ZWE,Zimbabwe,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,83.58271027,,,88.69342041,,,,,,
