Country Code,Country Name,Indicator Name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Djibouti,Djibouti,"Current education expenditure, total (% of total expenditure in public institutions)",98.34707642,97.6697998,98.23381805,97.39203644,97.30641937,96.62322235,95.43718719,,,,,,,,,,,,,
Dominica,Dominica,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,100,,,,,,,,
Denmark,Denmark,"Current education expenditure, total (% of total expenditure in public institutions)",91.75530243,92.28961945,93.38137054,93.85218048,94.71839142,94.60050201,94.94255066,94.72698212,94.14659119,92.92581177,96.33322144,91.04678345,93.65685272,93.63587189,,,94.37013245,,,
Dominican Republic,Dominican Republic,"Current education expenditure, total (% of total expenditure in public institutions)",93.06417847,93.29007721,,96.60665894,,,82.43276215,,,,,,,,,,,,,
Algeria,Algeria,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),East Asia & Pacific (excluding high income),"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,84.50389099,,87.0079155,92.26815033,92.74909592,94.32579041,,,,,,
Early-demographic dividend,Early-demographic dividend,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,East Asia & Pacific,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,87.42565918,89.54891968,91.12965012,,,,,,,
Europe & Central Asia (excluding high income),Europe & Central Asia (excluding high income),"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,92.73325348,91.7975235,92.95417404,94.31717682,93.65467834,93.33151627,94.33808899,,
Europe & Central Asia,Europe & Central Asia,"Current education expenditure, total (% of total expenditure in public institutions)",91.75530243,91.09684753,92.15510941,92.67001343,92.97541046,91.77461243,92.23558044,91.94984818,91.81842804,91.33601379,92.98226929,92.15519714,93.65685272,93.2872467,93.16103363,93.46711731,93.39951706,93.14101028,,
Ecuador,Ecuador,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,97.2996521,97.56703186
"Egypt, Arab Rep.","Egypt, Arab Rep.","Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Euro area,Euro area,"Current education expenditure, total (% of total expenditure in public institutions)",92.28312683,90.46807098,91.28643036,91.31285477,92.80586243,91.95168304,91.73932648,91.65258408,92.78079224,91.31506348,91.11608124,92.26809692,94.16333008,93.69287872,93.1129303,93.20318222,93.21694946,92.68877792,,
Eritrea,Eritrea,"Current education expenditure, total (% of total expenditure in public institutions)",56.98942184,39.58060837,,58.3088913,,80.41281891,,,,,,,,,,,,,,
Spain,Spain,"Current education expenditure, total (% of total expenditure in public institutions)",91.135849,90.46807098,88.95581055,90.16741943,90.15789032,88.36164856,87.7767334,87.47151947,88.45355225,89.22807312,89.22807312,92.15519714,94.15419006,94.71495819,94.65103149,95.44473267,94.87869263,94.90090942,,
Estonia,Estonia,"Current education expenditure, total (% of total expenditure in public institutions)",85.56961823,85.04180145,89.78801727,90.49976349,,,,,,,,,86.61392212,90.72646332,91.63037872,92.94017029,90.94671631,87.85933685,,
Ethiopia,Ethiopia,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,70.97171783,65.85267639,66.55677032,65.19364929,63.89757919,61.69786835,64.62667847,,,,,
European Union,European Union,"Current education expenditure, total (% of total expenditure in public institutions)",92.01921463,90.78245926,92.32678986,93.23621368,92.89063644,91.72560501,91.95755768,92.28079224,91.99824905,91.31506348,91.32941818,92.25295258,94.16333008,93.66437531,93.20913696,93.65467834,93.93174744,92.48470306,,
Fragile and conflict affected situations,Fragile and conflict affected situations,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Finland,Finland,"Current education expenditure, total (% of total expenditure in public institutions)",92.28312683,91.65490723,91.28643036,91.00417328,92.97541046,92.45343781,93.10160828,92.92803192,93.74315643,93.92497253,92.8359375,93.9919281,94.21707153,93.69287872,91.15679932,91.19625854,90.97972107,91.47479248,,
Fiji,Fiji,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,99.86672974,,,,,,,
France,France,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,92.36663055,92.15415192,,
Faroe Islands,Faroe Islands,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.","Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Gabon,Gabon,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
United Kingdom,United Kingdom,"Current education expenditure, total (% of total expenditure in public institutions)",92.28891754,93.0282135,93.91741943,92.06787109,92.00871277,91.37677765,93.9174118,91.73252869,90.35804749,88.58717346,93.84577179,,97.32396698,97.28891754,97.38407898,97.69721985,97.49172974,97.68508148,,
Georgia,Georgia,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Ghana,Ghana,"Current education expenditure, total (% of total expenditure in public institutions)",99.78669739,,,89.15119171,85.25978088,82.0617981,79.22971344,86.61405945,89.48175812,83.08502197,,95.75170898,94.76828003,91.42440033,,,,,,
Gibraltar,Gibraltar,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,87.54576111,96.49629974,,,
Guinea,Guinea,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,65.57037354,93.9631424,92.29340363,96.48339844,,77.39177704,87.61369324,87.67404175,87.67404175,87.67404175,87.63375092,97.97048187,98.62207031
"Gambia, The","Gambia, The","Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,57.53633118,62.61312103,57.23836136,65.9874115,57.84104919,,,,,,,,
Guinea-Bissau,Guinea-Bissau,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,73.97213745,70.46006775,66.89154053,49.23128128,,,,,,,
Equatorial Guinea,Equatorial Guinea,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Greece,Greece,"Current education expenditure, total (% of total expenditure in public institutions)",81.03987122,83.29090118,78.16490173,79.25257874,78.3214035,,,,,,,,,,,,,88.18302917,,
Grenada,Grenada,"Current education expenditure, total (% of total expenditure in public institutions)",,,90.50520325,,,,,,,,,,,,,,,,,
Greenland,Greenland,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Guatemala,Guatemala,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,92.20224762,,88.51204681,,99.90500641,97.54730988,96.56160736,96.73657227,96.72180939,96.21099854,97.43630981,95.59147644,92.38786316,94.67874908,95.23078156
Guam,Guam,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Guyana,Guyana,"Current education expenditure, total (% of total expenditure in public institutions)",,84.72618103,,89.38762665,85.38715363,,85.21778107,,84.24150085,91.25668335,79.33686829,85.38648224,,,,,,,,
High income,High income,"Current education expenditure, total (% of total expenditure in public institutions)",92.01921463,90.80286789,92.15510941,91.62153625,92.80586243,92.16311646,92.67983246,92.23890686,91.69794083,90.74579239,91.11068726,91.39752579,93.24069214,92.84658813,92.87067413,93.03348923,93.21694946,91.6729126,,
"Hong Kong SAR, China","Hong Kong SAR, China","Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,86.00145721,86.89642334,66.51509857,87.32485962,84.13182068,81.78993225,,,,,,,,
Honduras,Honduras,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,95.28701782,,,,,,,
Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,89.88722992,90.58753586,87.67856979,87.89447021,,,,,,,
Croatia,Croatia,"Current education expenditure, total (% of total expenditure in public institutions)",,91.09684753,92.67652893,95.57145691,,,94.70349884,96.63276672,92.17807007,93.55126953,96.2857132,,96.75058746,96.34191132,95.60809326,,95.80565643,,,
Haiti,Haiti,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Hungary,Hungary,"Current education expenditure, total (% of total expenditure in public institutions)",89.81835938,89.54157257,92.32678986,93.58071136,92.63583374,92.37454987,94.02815247,94.21999359,91.57745361,89.63043976,90.91072845,95.64653015,95.30657196,91.32807159,93.66943359,92.56973267,89.89961243,86.49234009,,
IBRD only,IBRD only,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IDA & IBRD total,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
IDA total,IDA total,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,90.28749084,,,89.74375534,,,,,,,
IDA blend,IDA blend,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Indonesia,Indonesia,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,90.7598877,90.4150238,89.81136322,88.0524826,87.42565918,86.6434021,87.85687256,88.32183075,88.13384247,,,,,
IDA only,IDA only,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,90.38336182,90.5480423,88.3138504,89.74375534,,,,,,,
Isle of Man,Isle of Man,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
India,India,"Current education expenditure, total (% of total expenditure in public institutions)",,,95.45175934,95.40070343,95.18502045,,,,,,,,,,,,,,,
Not classified,Not classified,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Ireland,Ireland,"Current education expenditure, total (% of total expenditure in public institutions)",87.36470032,89.39202118,92.66665649,93.23621368,91.56111908,91.95168304,90.35111237,90.83592224,91.46617889,91.29411316,93.30809021,94.94809723,94.17247009,93.766922,93.1129303,92.59629822,94.72962189,94.7925415,,
"Iran, Islamic Rep.","Iran, Islamic Rep.","Current education expenditure, total (% of total expenditure in public institutions)",,91.79338837,,,,,,,,,,,95.25955963,93.50113678,95.80325317,95.89134979,95.7437973,95.12245941,94.14147949,
Iraq,Iraq,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Iceland,Iceland,"Current education expenditure, total (% of total expenditure in public institutions)",,,,90.30063629,91.49449921,90.01126862,90.25697327,91.93852997,92.21784973,93.36255646,94.53565979,94.23255157,94.72823334,93.87541199,94.49269104,95.47261047,95.42495728,93.88787842,,
Israel,Israel,"Current education expenditure, total (% of total expenditure in public institutions)",92.45459747,92.45394897,92.40631866,92.8359375,93.86860657,93.95480347,93.50775146,92.29199219,92.133461,91.6204071,91.61830902,91.04509735,90.71401215,91.22537231,90.82855225,90.57631683,90.07927704,88.7930069,,
Italy,Italy,"Current education expenditure, total (% of total expenditure in public institutions)",92.39205933,91.63932037,91.98342896,92.10381317,92.80586243,94.30815887,94.33688354,94.08988953,94.76439667,95.17899323,95.26046753,95.90007019,94.56848907,95.16190338,95.02345276,96.44463348,97.96617126,97.21938324,,
Jamaica,Jamaica,"Current education expenditure, total (% of total expenditure in public institutions)",,91.31272125,,95.52992249,,,,90.57778931,100,,96.9486618,97.9017334,,98.00878143,97.66468048,97.32833862,97.21338654,98.0438385,98.36051178,
Jordan,Jordan,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,91.89391327,94.36611938,89.60382843,85.68113708,
Japan,Japan,"Current education expenditure, total (% of total expenditure in public institutions)",88.82375336,89.18978119,88.89958954,89.45787811,90.93511963,90.53965759,90.96672821,90.70198822,,86.73088074,87.49195099,88.98097992,88.09777832,86.10178375,,88.66010284,88.78636169,89.74436188,,
Kazakhstan,Kazakhstan,"Current education expenditure, total (% of total expenditure in public institutions)",,93.05293274,,94.07334137,93.81385803,92.07324982,91.8012085,90.43369293,91.02017212,90.60475922,93.31233215,91.79792786,94.86074829,94.62532043,96.53928375,95.94686127,95.80162048,95.45102692,100,
Kenya,Kenya,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,94.35032654,94.42098999,95.34638214,94.06358337,92.53671265,,,,,
Kyrgyz Republic,Kyrgyz Republic,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,94.60875702,91.77461243,87.31807709,86.52906036,91.7129364,93.53433228,93.9167099,94.5904007,90.087883,86.66760254,84.3187027,82.22836304,85.09397125,87.29412842,89.87229919,
Cambodia,Cambodia,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,100,100,99.95359039,100,100,99.45281219,,,,,,
Kiribati,Kiribati,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,St. Kitts and Nevis,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,80.2423172,,,,
"Korea, Rep.","Korea, Rep.","Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,84.99430084,84.74738312,,
Kuwait,Kuwait,"Current education expenditure, total (% of total expenditure in public institutions)",,93.56105804,,,92.26506042,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),Latin America & Caribbean (excluding high income),"Current education expenditure, total (% of total expenditure in public institutions)",,93.29007721,,95.52992249,,,,91.41455078,,93.48336029,,92.01461029,,,,94.9169693,95.59147644,96.93305206,,
Lao PDR,Lao PDR,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,74.88404846,81.65782928,81.29319,72.64328766,85.40872192,85.02516937,,,,,,
Lebanon,Lebanon,"Current education expenditure, total (% of total expenditure in public institutions)",99.14772034,96.29219055,,96.28721619,96.31754303,96.36672211,93.06033325,83.81626129,,88.08854675,86.93228149,99.81822205,,,,,,,,
Liberia,Liberia,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,88.80165863,,,,,,,,,,,,
Libya,Libya,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
St. Lucia,St. Lucia,"Current education expenditure, total (% of total expenditure in public institutions)",,,,99.29721832,,73.67887878,,,,,,,91.26718903,,88.30587006,,,93.84146118,,
Latin America & Caribbean,Latin America & Caribbean,"Current education expenditure, total (% of total expenditure in public institutions)",,92.42223358,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,Least developed countries: UN classification,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,90.33542633,86.83304977,88.3138504,87.9192276,,,,,,,
Low income,Low income,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,89.88722992,90.5480423,86.70014572,86.19812012,,,,,,,
Liechtenstein,Liechtenstein,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,100,100,,87.36804199,94.59725952,,,,,,,,,
Sri Lanka,Sri Lanka,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,90.85592651,85.44088745,83.2023468,81.4079895,78.28993988,80.24086761,80.72923279,71.01222229,80.00248718,74.65514374,,
Lower middle income,Lower middle income,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Low & middle income,Low & middle income,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Lesotho,Lesotho,"Current education expenditure, total (% of total expenditure in public institutions)",91.34249115,,,,,,,98.27143097,,,,,,,,,,96.52876282,,
Late-demographic dividend,Late-demographic dividend,"Current education expenditure, total (% of total expenditure in public institutions)",,92.42223358,,,,,,,,,93.21834564,92.25295258,91.74530792,93.43430328,93.71505356,92.94017029,92.28501129,93.8843689,,
Lithuania,Lithuania,"Current education expenditure, total (% of total expenditure in public institutions)",,,95.50907135,94.34799957,93.15647125,90.52683258,88.70150757,90.91075134,96.09031677,92.3712616,88.34333038,87.52156067,,86.04434204,87.57543182,93.12680817,94.53562927,93.59964752,,
Luxembourg,Luxembourg,"Current education expenditure, total (% of total expenditure in public institutions)",82.48413849,,,,,,,,,,,87.54350281,87.77068329,88.20152283,90.15305328,,91.11743927,90.63117981,,
Latvia,Latvia,"Current education expenditure, total (% of total expenditure in public institutions)",93.10884857,86.49635315,91.14546967,91.62153625,,87.48238373,84.60861969,84.18203735,87.30648041,87.32115173,87.71000671,87.55989838,87.38524628,82.05419159,84.37177277,90.69477081,88.60275269,84.53621674,,
"Macao SAR, China","Macao SAR, China","Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,90.64243317,58.45774841,43.43941879,32.80998993,73.30300903,87.80393219,90.7833786,91.94953156,92.63627625,81.23300171,79.43496704,
St. Martin (French part),St. Martin (French part),"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Morocco,Morocco,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,
Monaco,Monaco,"Current education expenditure, total (% of total expenditure in public institutions)",,,,92.98819733,,,,,96.86856842,99.10975647,67.35121918,57.08964157,71.79878998,91.61258698,92.18179321,89.30314636,,,73.29293823,
Moldova,Moldova,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,97.01677704,90.50550842,86.6030426,93.61029816,91.76059723,93.12860107,93.35540771,91.69309235,89.38466644,92.4556427,91.28990173,87.6871109,88.35253906,91.09152222,
